School Name,Type,Budget,Size,Student Name,Grade,Math Score,Reading Score
Huang High School,District,1910635,2917,Stephanie Hart,12th,63,94
Huang High School,District,1910635,2917,Mrs. Lisa Becker,11th,68,84
Huang High School,District,1910635,2917,Bianca Johnson,9th,68,92
Huang High School,District,1910635,2917,Amy Steele,12th,63,67
Huang High School,District,1910635,2917,Gina Contreras,9th,92,92
Huang High School,District,1910635,2917,Jaime Alexander,10th,77,93
Huang High School,District,1910635,2917,Kevin Coleman,12th,77,88
Huang High School,District,1910635,2917,Caitlin Williams,10th,79,98
Huang High School,District,1910635,2917,Joseph Lloyd,9th,89,81
Huang High School,District,1910635,2917,Carrie Hernandez,11th,92,86
Huang High School,District,1910635,2917,Mr. Travis Young,10th,61,81
Huang High School,District,1910635,2917,Francis Wright,12th,92,63
Huang High School,District,1910635,2917,Joel Harper,9th,94,99
Huang High School,District,1910635,2917,Eduardo Park,9th,62,67
Huang High School,District,1910635,2917,Melissa Yoder,10th,74,95
Huang High School,District,1910635,2917,Donna Campbell,9th,64,82
Huang High School,District,1910635,2917,Connie Delacruz,9th,58,64
Huang High School,District,1910635,2917,Luis Parker,9th,95,89
Huang High School,District,1910635,2917,Pamela Watts,11th,58,82
Huang High School,District,1910635,2917,Lindsey Mitchell,10th,89,72
Huang High School,District,1910635,2917,Brenda Price,10th,75,79
Huang High School,District,1910635,2917,Joseph Howard,10th,61,90
Huang High School,District,1910635,2917,Amy Evans,10th,73,92
Huang High School,District,1910635,2917,Paula Fernandez DVM,9th,96,69
Huang High School,District,1910635,2917,Amber Cunningham,11th,86,97
Huang High School,District,1910635,2917,Preston Wheeler,10th,56,65
Huang High School,District,1910635,2917,James Lopez,9th,89,68
Huang High School,District,1910635,2917,Chad Drake,11th,99,67
Huang High School,District,1910635,2917,Samuel Blackburn,11th,96,73
Huang High School,District,1910635,2917,Shawn Nielsen,9th,81,86
Huang High School,District,1910635,2917,Eric Perez,10th,67,83
Huang High School,District,1910635,2917,Kevin Montgomery,12th,81,67
Huang High School,District,1910635,2917,Terry Thomas,9th,65,88
Huang High School,District,1910635,2917,Kim Meyer,9th,66,92
Huang High School,District,1910635,2917,Michael Townsend,10th,78,95
Huang High School,District,1910635,2917,Ronnie Rodriguez,10th,79,71
Huang High School,District,1910635,2917,Savannah Smith,10th,79,95
Huang High School,District,1910635,2917,Shane Nguyen,10th,65,74
Huang High School,District,1910635,2917,Michael Brown,12th,71,99
Huang High School,District,1910635,2917,Robert Young,9th,72,70
Huang High School,District,1910635,2917,Daniel Griffin,9th,98,74
Huang High School,District,1910635,2917,James Johnson,11th,80,73
Huang High School,District,1910635,2917,Mary Cox,10th,79,97
Huang High School,District,1910635,2917,Tina Aguirre,10th,90,86
Huang High School,District,1910635,2917,Jillian Mcdonald,9th,70,64
Huang High School,District,1910635,2917,Matthew Branch,10th,89,71
Huang High School,District,1910635,2917,Christopher Jordan,11th,84,78
Huang High School,District,1910635,2917,Victor Mcguire,11th,94,93
Huang High School,District,1910635,2917,Erin Arnold,10th,78,96
Huang High School,District,1910635,2917,Nicholas Wu,10th,74,85
Huang High School,District,1910635,2917,Kristen Wilson,12th,89,72
Huang High School,District,1910635,2917,Morgan Moore,10th,84,63
Huang High School,District,1910635,2917,Stephen Smith,9th,90,90
Huang High School,District,1910635,2917,Jeremy Romero,10th,58,76
Huang High School,District,1910635,2917,Julie Bush,9th,97,96
Huang High School,District,1910635,2917,Brittany Taylor,11th,58,81
Huang High School,District,1910635,2917,James Kim,10th,70,89
Huang High School,District,1910635,2917,Ashley Roberts,10th,66,93
Huang High School,District,1910635,2917,Brandon Johnson,10th,74,80
Huang High School,District,1910635,2917,David Davenport,12th,61,89
Huang High School,District,1910635,2917,Mark Washington,9th,78,84
Huang High School,District,1910635,2917,Alicia Marshall,9th,84,97
Huang High School,District,1910635,2917,Barbara Santana,12th,69,90
Huang High School,District,1910635,2917,Samantha Parker,10th,72,88
Huang High School,District,1910635,2917,Joseph Walters,11th,76,82
Huang High School,District,1910635,2917,Michael Zamora,11th,94,96
Huang High School,District,1910635,2917,Kyle Cobb,11th,87,72
Huang High School,District,1910635,2917,Jill Clark,10th,92,76
Huang High School,District,1910635,2917,Sarah Warren,11th,91,93
Huang High School,District,1910635,2917,Jennifer Robinson,10th,85,89
Huang High School,District,1910635,2917,Patricia Johnson,11th,68,79
Huang High School,District,1910635,2917,Henry Evans,10th,88,68
Huang High School,District,1910635,2917,Alexander Ramsey,10th,90,63
Huang High School,District,1910635,2917,Brandon Stephens,10th,94,89
Huang High School,District,1910635,2917,Jeff Holland,9th,79,72
Huang High School,District,1910635,2917,Samuel Schultz,10th,93,93
Huang High School,District,1910635,2917,Brett Johnson,11th,72,66
Huang High School,District,1910635,2917,Daniel Sherman,12th,63,64
Huang High School,District,1910635,2917,Justin Mccall,11th,56,81
Huang High School,District,1910635,2917,Jonathan Evans,9th,83,99
Huang High School,District,1910635,2917,Jacqueline Kennedy,11th,69,63
Huang High School,District,1910635,2917,Martin Stephenson,10th,63,96
Huang High School,District,1910635,2917,Lindsey Lane,9th,81,90
Huang High School,District,1910635,2917,Jessica Hart,10th,98,95
Huang High School,District,1910635,2917,Edward Lucas,10th,98,76
Huang High School,District,1910635,2917,Lisa Osborne,9th,69,86
Huang High School,District,1910635,2917,Hannah Black,9th,94,80
Huang High School,District,1910635,2917,Alexander Paul,9th,65,72
Huang High School,District,1910635,2917,Brenda Wong,12th,78,63
Huang High School,District,1910635,2917,Thomas Delgado,12th,80,86
Huang High School,District,1910635,2917,Jeremy Sutton,9th,95,74
Huang High School,District,1910635,2917,Paula Donaldson,9th,85,64
Huang High School,District,1910635,2917,Valerie Thompson,9th,94,97
Huang High School,District,1910635,2917,John Schaefer,12th,86,96
Huang High School,District,1910635,2917,Jesus Manning,11th,95,73
Huang High School,District,1910635,2917,Tyrone Lawson,10th,87,73
Huang High School,District,1910635,2917,Carl May,10th,58,72
Huang High School,District,1910635,2917,Brittany Russell,12th,55,67
Huang High School,District,1910635,2917,Philip Edwards,9th,55,64
Huang High School,District,1910635,2917,Robert Aguilar,9th,82,88
Huang High School,District,1910635,2917,Aaron Russo,10th,60,92
Huang High School,District,1910635,2917,Tracy Andrade,9th,77,96
Huang High School,District,1910635,2917,Amy Sullivan,12th,60,73
Huang High School,District,1910635,2917,Howard Beck,10th,65,79
Huang High School,District,1910635,2917,Dr. Xavier Bell II,11th,91,84
Huang High School,District,1910635,2917,Dawn Schultz,10th,88,96
Huang High School,District,1910635,2917,Caleb Lucas,12th,68,74
Huang High School,District,1910635,2917,Barbara Gonzalez,10th,92,94
Huang High School,District,1910635,2917,Charles Yang,10th,70,79
Huang High School,District,1910635,2917,David Gallagher,12th,79,77
Huang High School,District,1910635,2917,Bethany Vargas,11th,87,91
Huang High School,District,1910635,2917,Jennifer Schultz,12th,74,81
Huang High School,District,1910635,2917,Paula Marshall,9th,66,76
Huang High School,District,1910635,2917,Jordan Elliott,11th,69,89
Huang High School,District,1910635,2917,Samantha Mcmillan,12th,56,77
Huang High School,District,1910635,2917,Judith Johnson,9th,56,77
Huang High School,District,1910635,2917,Grace Palmer,10th,73,91
Huang High School,District,1910635,2917,Brandon Ramirez,10th,96,93
Huang High School,District,1910635,2917,Carol Smith,10th,87,72
Huang High School,District,1910635,2917,Matthew Odom,9th,90,91
Huang High School,District,1910635,2917,Erika Gray,10th,62,79
Huang High School,District,1910635,2917,Donna Kramer,11th,86,85
Huang High School,District,1910635,2917,Jonathan Snyder,10th,78,71
Huang High School,District,1910635,2917,Frank Howe,11th,89,80
Huang High School,District,1910635,2917,Amy Beck,9th,83,83
Huang High School,District,1910635,2917,Lori Holmes,9th,94,72
Huang High School,District,1910635,2917,Rebekah Hampton,11th,81,77
Huang High School,District,1910635,2917,Perry Bishop,9th,73,85
Huang High School,District,1910635,2917,Andrew Hanson MD,12th,73,73
Huang High School,District,1910635,2917,Jody Hughes,11th,76,96
Huang High School,District,1910635,2917,Anna Garcia,11th,97,78
Huang High School,District,1910635,2917,Colleen Walker,11th,74,90
Huang High School,District,1910635,2917,Danny Bridges,11th,66,83
Huang High School,District,1910635,2917,Kristina Ford,10th,75,92
Huang High School,District,1910635,2917,Sabrina Davidson,9th,68,93
Huang High School,District,1910635,2917,Alexander Freeman,9th,86,73
Huang High School,District,1910635,2917,Jack Davis,9th,93,63
Huang High School,District,1910635,2917,Victor Rivera,11th,87,79
Huang High School,District,1910635,2917,Elizabeth Pena,11th,56,93
Huang High School,District,1910635,2917,Neil Castro,12th,92,69
Huang High School,District,1910635,2917,Michael Briggs,10th,90,85
Huang High School,District,1910635,2917,Anna Andersen,9th,81,77
Huang High School,District,1910635,2917,Elizabeth Oconnor,9th,59,77
Huang High School,District,1910635,2917,Zachary Brooks,11th,72,91
Huang High School,District,1910635,2917,Scott Jackson,12th,74,74
Huang High School,District,1910635,2917,Mary Fuentes,12th,81,69
Huang High School,District,1910635,2917,Denise Reyes,11th,61,75
Huang High School,District,1910635,2917,Janice Collier,9th,85,91
Huang High School,District,1910635,2917,Tina Barber,10th,80,96
Huang High School,District,1910635,2917,Keith Rojas,12th,96,78
Huang High School,District,1910635,2917,Michelle Decker,11th,57,82
Huang High School,District,1910635,2917,James Smith,9th,60,65
Huang High School,District,1910635,2917,Alexandra Thompson,10th,71,70
Huang High School,District,1910635,2917,Jacqueline Campbell,11th,92,78
Huang High School,District,1910635,2917,Austin Clark,10th,85,71
Huang High School,District,1910635,2917,Brooke Thomas,10th,95,86
Huang High School,District,1910635,2917,Molly Smith,9th,72,96
Huang High School,District,1910635,2917,Pamela Beck,9th,67,82
Huang High School,District,1910635,2917,Timothy Morris,12th,85,72
Huang High School,District,1910635,2917,Lauren White,10th,71,94
Huang High School,District,1910635,2917,Jessica Beltran,11th,72,82
Huang High School,District,1910635,2917,Alexandra Jones,9th,76,75
Huang High School,District,1910635,2917,Evelyn Rice,9th,75,87
Huang High School,District,1910635,2917,Stephen Ellis,9th,93,72
Huang High School,District,1910635,2917,Caroline Smith,12th,96,79
Huang High School,District,1910635,2917,Fred Case,10th,68,70
Huang High School,District,1910635,2917,Crystal Anderson,11th,91,68
Huang High School,District,1910635,2917,Jordan Gross,9th,97,90
Huang High School,District,1910635,2917,Marie Harris,12th,79,78
Huang High School,District,1910635,2917,Charles Hayes,11th,78,63
Huang High School,District,1910635,2917,Beverly Sheppard,11th,78,82
Huang High School,District,1910635,2917,Denise Solis,12th,82,96
Huang High School,District,1910635,2917,Alexander Myers,11th,66,75
Huang High School,District,1910635,2917,Sally Robertson,12th,93,63
Huang High School,District,1910635,2917,Steven Morris,12th,57,73
Huang High School,District,1910635,2917,Nina Flores,10th,62,79
Huang High School,District,1910635,2917,Miguel Patterson,9th,80,82
Huang High School,District,1910635,2917,John Simpson,10th,72,86
Huang High School,District,1910635,2917,Charles Cruz,11th,58,76
Huang High School,District,1910635,2917,Monica Davis,9th,84,86
Huang High School,District,1910635,2917,James Fields,12th,88,95
Huang High School,District,1910635,2917,Kevin Frederick,9th,74,93
Huang High School,District,1910635,2917,Jeremy Soto,11th,61,87
Huang High School,District,1910635,2917,Ronald Harris,9th,75,92
Huang High School,District,1910635,2917,Carol Stewart,10th,73,88
Huang High School,District,1910635,2917,Albert Durham,9th,71,65
Huang High School,District,1910635,2917,James Sanchez,12th,84,91
Huang High School,District,1910635,2917,John Adams,11th,61,81
Huang High School,District,1910635,2917,Cody Williams,10th,98,72
Huang High School,District,1910635,2917,Ernest Love,9th,93,87
Huang High School,District,1910635,2917,Tommy Smith,9th,98,70
Huang High School,District,1910635,2917,Jared Anderson,11th,86,73
Huang High School,District,1910635,2917,Jennifer Yang,9th,55,87
Huang High School,District,1910635,2917,Joe Mercado,9th,57,65
Huang High School,District,1910635,2917,Mr. Roberto Wright MD,11th,97,73
Huang High School,District,1910635,2917,Michael Smith,10th,66,88
Huang High School,District,1910635,2917,William Park,10th,70,65
Huang High School,District,1910635,2917,Benjamin Williams,11th,96,72
Huang High School,District,1910635,2917,Dean Perez,11th,94,92
Huang High School,District,1910635,2917,Mr. Dale Miller,10th,87,94
Huang High School,District,1910635,2917,Marissa Russell,9th,68,74
Huang High School,District,1910635,2917,Mary Gonzalez DDS,12th,71,66
Huang High School,District,1910635,2917,April Jackson,10th,55,93
Huang High School,District,1910635,2917,William Hayes,9th,81,95
Huang High School,District,1910635,2917,Meghan Holloway,11th,97,92
Huang High School,District,1910635,2917,Amy Coleman,12th,76,90
Huang High School,District,1910635,2917,James Green,10th,58,84
Huang High School,District,1910635,2917,Michael Tran,10th,67,81
Huang High School,District,1910635,2917,Joseph Cortez,11th,97,86
Huang High School,District,1910635,2917,Anita Moss,10th,81,97
Huang High School,District,1910635,2917,Benjamin Stokes,11th,91,69
Huang High School,District,1910635,2917,Michael Li,11th,89,75
Huang High School,District,1910635,2917,Alexander Rosales,11th,55,90
Huang High School,District,1910635,2917,Katie Dawson,10th,83,94
Huang High School,District,1910635,2917,Shelly Erickson,10th,59,92
Huang High School,District,1910635,2917,Kathryn Turner,11th,80,81
Huang High School,District,1910635,2917,Jacob Lee,10th,64,76
Huang High School,District,1910635,2917,Ryan Smith,10th,98,87
Huang High School,District,1910635,2917,Joshua Fernandez,11th,78,98
Huang High School,District,1910635,2917,Mia Roach,9th,80,86
Huang High School,District,1910635,2917,William Rodriguez,11th,99,75
Huang High School,District,1910635,2917,Wanda Cruz,10th,77,74
Huang High School,District,1910635,2917,Pamela Hall,11th,98,95
Huang High School,District,1910635,2917,David Smith,9th,93,76
Huang High School,District,1910635,2917,Jason Brown,9th,85,98
